,0,1
92,0.024842925,-0.16267042
93,-0.13056883,0.18533787
94,-0.24302304,0.054113
95,-0.16678043,-0.07190807
96,0.025497982,0.00600251
97,0.3109761,-0.06736338
98,-0.1021619,-0.04794828
99,0.010092085,0.042492464
100,-0.15218407,-0.020176744
101,-0.11227018,-0.02316007
102,0.28405252,0.088474706
103,0.18393995,0.057020843
104,-0.00067450595,0.06682771
105,0.00013777259,0.013114191
106,0.11402056,-0.037545335
107,0.26666257,0.13599934
108,0.018383602,0.03571301
109,-0.05346047,-0.1415929
110,-0.3426094,-0.35728443
111,0.24566434,-0.0856269
112,-0.07965475,-0.17930439
113,-0.21543613,-0.049208708
114,0.24499954,0.21854454
115,0.021917487,0.0276649
116,-0.26270145,0.36533535
117,0.19735484,-0.015677154
118,0.00908813,0.009826244
119,-0.081516705,-0.31607524
120,0.30068788,-0.009081937
121,0.011537691,-0.05708179
122,0.1785276,0.023337629
123,0.11663486,0.071308136
124,-0.045756802,-0.16313326
125,0.19492829,0.079652846
126,0.21661796,-0.10811507
127,-0.19088703,-0.45571116
128,0.060436998,0.124850504
129,0.13669337,0.023846313
130,0.12772931,-0.02573758
131,0.13644944,-0.16038585
132,0.13960035,-0.10137911
133,0.03825335,0.106770605
134,-0.22703305,0.030916149
135,0.11774199,-0.072937384
136,-0.08195217,-0.03735116
137,0.024102062,0.07964105
138,0.25575912,-0.05695428
139,-0.10449752,-0.0074054804
140,0.0044869957,0.12001693
141,-0.011124927,-0.010076278
142,-0.19089969,-0.3269771
143,0.027788417,0.08442573
144,-0.17613178,-0.1245042
145,0.0061021224,0.0920591
146,-0.13890184,-0.16185452
147,0.105805844,0.017611815
148,0.013170996,0.09998651
149,-0.31774086,0.10776951
150,0.015535375,0.08877497
151,-0.3359683,0.0058720084
152,-0.13760316,-0.055344623
153,0.25726458,0.046931107
154,0.16320471,0.05463728
155,0.010831316,0.07123857
156,0.3086501,0.0494215
157,-0.06782296,-0.15016514
158,-0.12697962,0.07147896
159,0.021882199,0.047081724
160,-0.0017173201,0.037165746
161,0.12567663,-0.17154647
162,-0.046066664,0.0038931123
163,-0.07488628,0.005904861
164,-0.09323239,-0.04931179
165,-0.15335327,0.04848948
166,0.16209692,-0.0070453514
167,-0.1745159,-0.1992868
168,-0.08205111,-0.0494058
169,-0.2163418,-0.0868286
170,0.09176689,-0.12152106
171,0.027151708,0.12550153
172,0.18406631,-0.0919872
173,-0.22577055,-0.04115103
174,0.15408365,-0.23834656
175,0.24702139,0.025798714
176,-0.23571652,-0.13331117
177,-0.04672867,-0.12937845
178,-0.06563282,-0.09808709
179,0.34757456,0.111166246
180,0.0060854703,0.044453118
181,0.1396709,-0.091640346
182,-0.13760239,-0.018200818
183,0.013667631,0.09406937
184,0.16828132,0.254346
185,0.015206217,0.22709481
186,0.19267514,-0.0165211
187,-0.21895437,-0.0005467235
188,-0.23000573,-0.21755147
189,-0.026661083,0.007786554
190,-0.22411987,0.016576272
191,-0.21542066,-0.06475673
192,0.30557072,-0.088344656
193,-0.3191657,0.32406905
194,0.026602477,0.05679375
195,0.12339601,-0.013895611
196,-0.19057754,-0.00834276
197,0.0037964839,-0.07016973
198,-0.2962453,0.13138252
199,-0.10007345,0.12481391
200,0.024959784,-0.05255622
201,0.16246775,0.07445969
202,0.0030726683,0.0022182951
203,-0.122804046,-0.018640382
204,-0.1199128,0.22302374
205,-0.06847498,-0.24168411
206,0.11595828,0.0034493266
207,-0.23903294,-0.04665111
208,-0.09891004,0.31338608
209,0.007151953,0.12788127
210,-0.21412168,0.08964491
211,0.1196107,-0.18072948
212,-0.2143912,-0.11136582
213,-0.09705206,-0.0016096546
214,0.24010782,-0.047113083
215,-0.21588533,0.017631486
216,0.1354194,-0.108459435
217,-0.2431197,-0.0021300577
218,0.12095868,-0.063338876
219,0.25749174,-0.008382503
220,-0.23116152,-0.08592392
221,-0.2107716,-0.09667047
222,0.014958219,-0.022773527
223,0.12893432,-0.19784185
224,0.01226978,0.05136791
225,-0.077032104,-0.49102113
226,0.013152628,-0.017094517
227,0.10166113,-0.014278481
228,-0.04010775,0.12850778
229,0.14658089,-0.029686246
230,-0.008014431,-0.011177643
231,0.23315272,-0.0624133
232,-0.2307802,0.033421934
233,-0.01455815,-0.006241679
234,-0.20655297,-0.0690066
235,-0.2286579,-0.10817687
236,-0.13842271,0.086014144
237,0.011482966,0.019588182
238,0.10473734,-0.13202424
239,-0.22812887,0.0025816113
240,-0.31904796,-0.12054425
241,0.02906585,-0.082758434
242,0.2321331,-0.049151037
243,0.23749204,-0.14057636
244,0.013363732,0.27437812
245,-0.18092662,-0.040003173
246,-0.07779952,-0.094233274
247,-0.27499977,0.08458845
248,-0.12462507,0.078547165
249,-0.07461577,-0.120964035
250,-0.12800924,0.2152189
251,0.029459253,0.12863393
252,-0.009489043,0.03439799
253,-0.14879948,-0.010604075
254,0.123141006,-0.043460693
255,0.01938385,0.08905817
256,0.28171518,0.11932281
257,0.17005326,-0.012495264
258,0.25546503,-0.03308208
259,-0.21405062,0.016904593
260,0.016680796,0.028281843
261,0.27139756,-0.06456501
262,-0.29836264,0.37148318
263,0.20995913,-0.09251611
264,-0.25012875,0.06622054
265,0.22207665,0.1291029
266,0.022096898,0.07207963
267,0.13951136,-0.055471
268,-0.21942882,0.0776171
269,0.008270128,-0.04936636
270,0.01657073,0.06906653
271,-0.22069284,-0.06610996
272,0.016274229,0.09001467
273,0.26781878,-0.06425596
274,-0.22509612,-0.036144216
275,-0.20172669,0.03238515
276,0.06282855,-0.17471176
277,0.1423278,-0.06851109
278,-0.002864156,0.018322196
279,-0.004799475,0.036632452
280,-0.118216105,-0.11351852
281,0.24914625,-0.15035641
282,-0.26176006,0.46041933
283,-0.08797075,-0.20840883
284,-0.23127124,0.004876464
285,0.35707197,-0.07833472
286,0.011606982,-0.063451655
287,0.016257234,0.113301
288,0.011617877,0.10903551
289,-0.0073704133,0.08144902
290,-0.022622067,0.11682068
291,0.27443153,0.032756135
292,-0.0033356743,0.059014086
293,0.0065876585,0.20843853
294,0.035516154,-0.15803896
295,-0.173606,0.011383467
296,-0.2087145,-0.2151423
297,-0.22288167,0.06746354
298,0.16826145,0.12010157
299,0.013244969,0.025605444
300,-0.012044095,0.09233944
301,0.035456985,-0.006043949
302,-0.18928789,-0.008095436
303,0.1495142,-0.10198955
304,-0.23172729,-0.011745321
305,-0.13861279,0.03507467
306,-0.008468679,0.0027968935
307,0.25399965,0.027494581
308,0.08362166,0.6059254
309,-0.1451765,-0.06236557
310,0.02470123,0.26488924
311,0.10446912,0.026229696
312,-0.04142725,0.13442938
313,0.14899158,-0.057796832
314,-0.11133018,-0.17800806
315,-0.23852724,0.07206999
316,-0.03609094,0.38823
317,-0.23335132,-0.1900522
318,0.026271597,0.03560381
319,-0.3142794,0.2536189
320,-0.13835646,-0.042178996
321,-0.09906193,-0.11243057
322,0.12018547,-0.03653746
323,0.120475106,-0.07302819
324,-0.19660188,-0.26551378
325,-0.2249551,-0.0046587177
326,-0.002198295,0.052715328
327,0.004451333,-0.04781928
328,0.010510748,0.04420141
329,-0.33953124,0.16873819
330,-0.08083699,-0.1479249
331,-0.2238864,0.03945847
332,-0.11050028,-0.0424183
333,0.16564439,-0.35253805
334,0.25250253,-0.05741522
335,0.109852955,-0.24685164
336,-0.1255886,0.41947392
337,-0.03199449,0.09950344
338,-0.2561398,0.03471203
339,0.12720291,-0.03816446
340,0.1938937,-0.18024005
341,-0.27385142,0.051422093
342,-0.19464141,-0.13693762
343,0.14584832,0.059049632
344,-0.077631496,-0.3370765
345,0.0164993,0.105826475
346,-0.21366121,0.00634607
347,0.18059257,0.10593818
348,0.012321568,0.09770151
349,0.14156991,-0.15870292
350,0.12208599,-0.10927394
351,0.33220106,-0.22468354
352,0.1918644,0.046407167
353,0.26506773,-0.17419878
354,0.18651676,0.1466184
355,-0.21254149,0.008530573
356,-0.20439883,-0.061397277
357,0.12423167,-0.024925128
358,-0.1311833,0.10350495
359,0.0035988176,0.031053502
360,-0.10889833,0.08672565
361,0.13265954,-0.1268584
362,0.007904184,0.17960054
363,-0.22555262,-0.022342734
364,-0.118759505,-0.04879368
365,0.18601428,0.11116334
366,0.006711758,0.00954006
367,-0.107866496,0.07375153
368,-0.079788,-0.21246889
369,0.016003778,0.026943745
370,-0.0047257906,0.0334357
371,0.18211295,0.0038168852
372,0.108445734,-0.035571847
373,-0.0014641278,0.009217927
374,0.028081426,0.10637932
375,-0.1924557,-0.018666578
376,0.25711823,-0.02305467
377,0.1937069,0.15647542
378,-0.2212643,-0.04709041
379,-0.21042849,0.007440101
380,0.03264677,-0.06802088
381,0.03699838,0.17360865
382,-0.07241171,-0.09276785
383,0.019938957,0.09695741
384,0.2767417,0.0016328371
385,-0.21535185,-0.13903564
386,-0.08777154,-0.10281673
387,-0.009642184,-0.0005244475
388,-0.19251116,-0.03617669
389,0.28694966,-0.033205282
390,0.23515867,-0.08311585
391,0.15579146,-0.06705391
392,0.008903945,-0.03477698
393,-0.19540143,-0.023560109
394,-0.195537,-0.16158023
395,0.19815604,0.35237116
396,0.0069141597,-0.011003908
397,0.014257815,-0.0576102
398,0.2719987,-0.11615014
399,-0.10354465,-0.14090566
400,0.010903098,0.008283537
401,-0.20590077,-0.11922589
402,-0.19059183,-0.13347065
403,0.23906048,-0.028250856
404,0.28240934,-0.15696615
405,0.21529767,0.005037694
406,-0.22941531,-0.1732096
407,0.29529905,0.16137661
408,-0.024727201,0.14561082
409,-0.17196937,-0.027566971
410,0.10873177,0.018596774
411,-0.12385332,0.09763306
412,-0.25211245,0.045021866
413,-0.196711,-0.198581
414,0.23102467,0.20185627
415,-0.07564959,-0.19424945
416,-0.22686473,-0.124244474
417,0.0139297675,0.28264496
418,0.047702733,-0.018036626
419,0.22021149,-0.18175101
420,0.1733122,0.10573466
421,-0.20497914,-0.0065844557
422,0.14004806,-0.04906663
423,-0.3072853,0.20653257
424,0.12921807,0.04991806
425,0.25509766,-0.15319476
426,-0.22198486,-0.086789824
427,0.21001744,0.1442049
428,0.12848875,0.026850391
429,0.12757447,0.06463712
430,0.017190633,0.055256143
431,-0.22147223,-0.04300043
432,-0.3088844,0.44111457
433,0.016627934,-0.008914397
434,-0.24822427,-0.14908056
435,-0.31636772,0.20743713
436,0.15231094,-0.06399939
437,-0.0436543,0.009157352
438,0.1177897,-0.1473367
439,-0.20231792,-0.087263055
440,0.037598632,-0.09483993
441,-0.1760386,-0.022192813
442,0.1337037,-0.041705865
443,0.009584281,0.019420022
444,-0.21236466,0.08933378
445,0.20900601,-0.022825483
446,-0.22987978,0.050054453
447,0.15280573,0.010836177
448,0.27198714,-0.064396404
449,0.014851199,0.13393465
450,0.0048715034,-0.03167921
451,0.0011137675,-0.03589814
452,0.008228856,0.060630158
453,0.2395362,-0.056888133
454,0.2595732,-0.14700752
455,-0.09350609,-0.12723017
456,0.01845435,0.0970453
457,-0.1549626,-0.23618354
458,-0.20061491,-0.10330265
459,0.002106356,0.13722306
460,0.26998168,0.013763055
461,0.25671884,-0.0065469323
462,-0.22448269,-0.04578436
463,-0.0035378314,0.06462528
464,0.17110911,-0.057271827
465,0.20830922,0.0043948786
466,0.012540404,0.1006982
467,-0.22651002,0.0123493085
468,0.02128897,0.012442653
469,-0.08878118,-0.071478605
470,-0.21092476,-0.03697142
471,0.13992743,0.01752142
472,-0.08711032,-0.0322635
473,0.15198477,-0.08064569
474,0.020829398,-0.029203704
475,-0.1627981,0.13639298
476,-0.20969708,0.529576
477,0.005988352,-0.08583027
478,-0.20738436,-0.109416954
479,-0.20271921,-0.15540294
480,-0.10647563,0.16605698
481,-0.009184182,0.0037013926
482,0.0012874303,0.010300879
483,0.17890589,0.10586598
484,0.0026034783,0.12963349
485,-0.22592299,-0.114206
486,-0.077645235,-0.017558599
487,-0.07177168,-0.0065188156
488,-0.067229934,-0.15329155
489,-0.13101754,0.13772501
490,0.2397193,0.13653344
491,0.026046805,0.14425774
492,0.0013698023,0.14258571
493,0.024778217,0.32477143
494,-0.023178568,0.10695534
495,-0.12567969,0.2547964
496,0.023528624,0.18913366
497,-0.106742814,-0.004300316
498,-0.19897671,-0.26991686
499,0.017121783,0.012008668
500,0.23505764,-0.099402204
501,0.013713138,-0.037058037
502,0.12818752,-0.07389225
503,-0.094549894,0.19540006
504,0.29521006,-0.1489852
505,-0.06021867,-0.038503177
506,0.22092992,0.043101266
507,-0.08948637,-0.042708717
508,0.25782263,-0.07332416
509,-0.026420409,-0.064589456
510,0.24290045,0.20026629
511,-0.06117308,-0.07020745
512,-0.006578831,0.03498509
513,-0.20659319,0.026393846
514,-0.12493065,0.05849322
515,-0.33444825,0.0064706663
516,-0.10650933,0.068201296
517,0.121954806,-0.023672279
518,0.014121152,0.06733682
519,0.012303355,0.19197336
520,-0.32335097,0.3535977
521,0.24601565,-0.056476522
522,0.005780099,-0.050893366
523,0.35932988,0.43868366
524,0.2629741,0.08557559
525,-0.20694812,-0.018602874
526,-0.27358678,-0.144552
527,0.24849656,-0.023322953
528,-0.043215383,-0.08876574
529,-0.08845583,0.1672368
530,-0.086947784,0.24948992
531,0.0031688723,0.030173775
532,0.004113475,0.022916045
533,0.24688074,-0.055057082
534,-0.09455196,0.03990606
535,-0.20192233,-0.12009793
536,0.2678749,0.08065051
537,-0.08185239,0.0153637985
538,-0.30781585,0.026158785
539,0.022827452,0.06664494
540,0.026903547,-0.06780507
541,0.027400147,-0.043511223
542,0.26976106,-0.14188609
543,0.0328355,0.07187666
544,0.20032024,0.36374342
545,0.21928038,0.0045239413
546,0.10141331,-0.0033987951
547,-0.14569531,0.013714154
548,0.08449772,0.12728146
549,-0.14244136,-0.02127899
550,0.27678207,0.11544147
551,0.24967049,0.05417013
552,0.21942975,0.03312756
553,0.18091829,0.043072823
554,0.24901663,0.07251362
555,-0.21332882,-0.02449621
556,-0.121397376,0.20777719
557,0.14056884,-0.16986796
558,-0.09877769,0.07752553
559,0.2152182,0.08791618
560,0.010789979,-0.009476136
561,0.022558283,0.011147387
562,0.003567582,0.085468724
563,0.110610835,-0.12022772
564,0.020364601,0.10373163
565,-0.05998002,0.13937879
566,-0.19635446,-0.099174485
567,0.017835315,0.057625413
568,-0.20176415,-0.02670271
569,-0.22740585,-0.15131794
570,0.25341102,-0.01855109
571,0.013581019,0.09353383
572,0.22834486,-0.07990435
573,0.007338162,-0.065119244
574,0.016991876,0.09271847
575,0.14515255,0.02965066
576,-0.12262325,-0.0518752
577,-0.13444367,0.30296412
578,-0.004936403,0.17821376
579,0.026698573,0.021085763
580,0.29305974,-0.0856717
581,-0.0013370668,-0.063651495
582,-0.23889777,-0.055320058
583,-0.23022208,0.00904416
584,0.016784307,0.07453313
585,-0.17914589,-0.058427826
586,-0.06336833,-0.07417043
587,-0.2749519,0.2414631
588,0.013109534,0.043296106
589,-0.095169716,0.02589164
590,0.011694127,-0.032338355
591,-0.0064637377,0.08604876
592,0.19954622,0.0074138967
593,-0.3097033,0.18739778
594,0.2727225,-0.007946635
595,-0.117207006,-0.008139759
596,-0.23670398,0.037006542
597,-0.21774161,-0.40743527
598,0.004829033,-0.0013246648
599,-0.21207543,-0.043732435
600,-0.0071740267,0.034342133
601,-0.09562371,0.06422969
602,0.01787737,0.12463019
603,-0.05310473,-0.16766492
604,0.0042964076,0.092265464
605,-0.0066219447,0.024176236
606,-0.010010907,0.062469155
607,-0.12241336,0.111137144
608,0.003378179,0.055054486
609,-0.20879436,-0.23874761
610,0.24095957,-0.1484609
611,-0.0076729944,0.19774483
612,0.2626356,-0.06233722
613,0.12825786,0.018558435
614,-0.22288257,-0.05794559
615,0.025632245,0.2774174
616,0.1891877,0.22785774
617,0.010276766,-0.052172385
618,-0.06518248,-0.033896144
619,-0.13377304,-0.07325672
620,0.14128175,-0.017002052
621,-0.21360663,-0.14542815
622,0.2824842,0.08595555
623,-0.079141796,0.074618354
624,0.15634507,-0.15906398
625,0.21365613,0.21144603
626,0.26224002,-0.029937979
627,-0.2105298,-0.060383283
628,0.10390713,0.007190262
629,0.01912948,0.031036304
630,0.12466476,-0.22357793
631,0.018754624,-0.04973767
632,-0.072025515,-0.065214485
633,0.2772685,-0.0327883
634,-0.0069307564,0.0046959436
635,-0.062548555,-0.27739567
636,0.33891064,-0.10814101
637,-0.19991541,-0.1941146
638,-0.011161917,-0.087161146
639,-0.18471286,-0.10642676
640,-0.1320995,-0.047520865
641,0.18261081,1.6334496e-05
642,-0.11520448,0.083916545
643,-0.11959562,-0.016749606
644,-0.091357715,-0.04309844
645,-0.21256694,-0.07174363
646,0.019569157,0.08121711
647,-0.21285109,-0.20502095
648,0.17741555,-0.085682996
649,-0.05953396,-0.094686665
650,-0.21151446,-0.15774998
651,0.16586217,-0.048466858
652,0.13567036,0.04793836
653,-0.052122846,-0.027650569
654,-0.08757709,0.0923224
655,-0.06651195,0.20259562
656,0.15595244,0.031395886
657,0.2766324,-0.0054473863
658,-0.20984598,-0.17661624
659,0.2026937,0.082231835
660,-0.008287708,-0.054790307
661,0.12277035,0.012752408
662,0.007852517,-0.012998864
663,0.2491809,-0.013774481
664,0.12296679,-0.18661119
665,0.2985678,-0.14535238
666,-0.00015288114,0.104325496
667,0.13182335,-0.02184652
668,-0.16171417,-0.10914701
669,0.36489928,-0.13349856
670,-0.20350431,-0.14277181
671,0.00437251,0.05626038
672,0.16552961,-0.055654448
673,-0.2849419,0.4369629
674,0.017799638,0.023831578
675,-0.18374375,-0.06853264
676,0.08378214,-0.3745057
677,-0.20442794,-0.29161236
678,-0.0427295,0.13105927
679,-0.1524381,-0.0804439
680,-0.21141551,-0.07999387
681,-0.1821883,-0.08902653
682,-0.25534064,-0.017822983
683,0.10833158,0.097371
684,0.26377356,-0.042095844
685,0.12222154,-0.0026800723
686,-0.225875,-0.0871024
687,-0.0031272294,0.022030255
688,-0.22786796,-0.09725896
689,0.09448983,-0.060574695
690,-0.08240956,-0.010391026
691,0.008845973,-0.005506262
692,-0.21251076,-0.032297775
693,-0.28407103,0.32302126
694,0.0085226605,0.048782863
695,0.014770793,0.02457834
696,-0.13648403,-0.0059232167
697,0.0007516694,0.031046992
698,-0.20952,-0.04579095
699,0.12467862,0.085234575
700,0.025777852,0.1447583
701,0.022082392,-0.0115732625
702,0.0053367186,0.22275025
703,-0.10747563,0.032133777
704,0.14265242,-0.011137457
705,0.12815823,0.102597564
706,-0.0469849,0.24013065
707,0.2541666,0.048008
708,0.36833996,0.12304994
709,0.10367294,-0.041331656
710,0.011009552,0.041025862
711,0.24026369,-0.42664078
712,-0.21437576,-0.0781095
713,-0.0061252844,-0.050880805
714,-0.18092412,0.14128372
715,-0.071245365,-0.23549968
716,0.006617855,0.0017766098
717,-0.021105902,0.095426284
718,-0.25473303,-0.07058754
719,0.008554141,0.07340556
720,0.029418766,0.13173094
721,0.006153185,-0.012795166
722,0.017069206,0.14662717
723,-0.2104589,-0.088886246
724,-0.19747354,-0.1032729
725,-0.1446132,0.08389341
726,-0.25317514,-0.10472184
727,0.13696213,-0.008486739
728,0.018149111,0.09815365
729,0.02342856,0.14159979
730,-0.20254092,-0.03386258
731,-0.08897819,-0.031687155
732,0.008091337,0.03942593
733,-0.0056149103,-0.052208662
734,0.14103243,-0.2153816
735,0.12760565,-0.030928649
736,0.22630143,-0.020300413
737,-0.104596674,0.17285281
738,0.023043394,0.1398085
739,0.06318453,0.028453026
740,0.0075103464,0.075767666
741,0.28551415,-0.07178913
742,0.2991024,-0.00030702853
743,-0.086251736,0.25885704
744,0.2684217,-0.0067179925
745,0.1333196,-0.008561446
746,-0.092694566,-0.072628066
747,0.14966561,-0.04825315
748,0.12721501,0.018594852
749,-0.107022636,0.036173392
750,-0.121475235,-0.32518184
751,0.27990693,0.03367863
752,0.0014366166,0.019297192
753,0.20064433,0.08651925
754,0.39177033,0.29074353
755,-0.21971127,-0.20403174
756,0.19900584,0.26471344
757,-0.111248635,-0.02619687
758,0.00523653,0.06364789
759,0.29778457,0.1371727
760,-0.11674479,-0.034228843
761,-0.16280472,0.63842523
762,0.1763891,0.09561734
763,0.013600252,0.11102719
764,0.013236698,0.07247026
765,-0.19552933,-0.105687864
766,0.18470003,0.13379624
767,0.001028487,0.013557668
