topic,Y,iter
2,7.0965339803668535,55
1,3.600933318902556,56
2,6.814573153350497,56
1,5.747051951383538,57
2,4.669582176690958,57
1,2.5342192377065427,58
2,5.0062491471546755,58
1,4.05033088998105,59
2,4.02186294059752,59
1,7.282782183826749,60
2,4.236526372269225,60
1,4.582633412030552,61
2,5.913130031064773,61
1,6.264496379306971,62
2,4.296559794111904,62
1,2.3450791025140654,63
2,8.225431987060247,63
1,4.579055057118795,64
2,4.799807475498949,64
1,5.273316057534098,65
2,6.176568617548611,65
1,5.801800830957366,66
2,4.489918794394454,66
1,7.00985234834302,67
2,3.5278439689921264,67
1,4.614188729489121,68
2,4.749379439811752,68
1,6.3512332644337555,69
2,2.684367256007691,69
1,5.682148956879321,70
2,4.423214977585845,70
1,6.565953598357677,71
2,5.100501489081479,71
1,6.3226637855717005,72
2,6.875956047097141,72
1,4.49491226894673,73
2,5.236743314587802,73
1,8.30634867951987,74
2,4.182047417451645,74
1,4.419774196236656,75
2,5.252989196722477,75
1,8.239143132496055,76
2,5.029923600458042,76
1,3.376629508559319,77
2,5.547905481364891,77
1,6.102989524097487,78
2,4.143477632430467,78
1,7.708119453700771,79
2,4.364157482957085,79
1,6.925705726842483,80
2,3.5329313340850397,80
1,6.917539553937074,81
2,4.0444841205345945,81
1,6.130449129421503,82
2,4.763303677359382,82
1,8.284972265625663,83
2,4.9366425851823506,83
1,8.350003840851457,84
2,3.9412515033783646,84
1,5.6861862386008735,85
2,5.2015707260301705,85
1,6.151655712159875,86
2,4.199979264446799,86
1,7.909895717178074,87
2,5.246660272799311,87
1,5.666475657520676,88
2,4.4371278808697365,88
1,5.672225192412847,89
2,4.8073423836026405,89
1,5.962808915840858,90
2,4.019775330620846,90
1,5.351017817920846,91
2,4.049934104941793,91
1,5.459469503008977,92
2,6.328958636704407,92
1,6.101481177787435,93
2,4.716492371475077,93
1,1.4519855286354664,94
2,4.403842282575995,94
1,4.333609773808169,95
2,4.980727752533677,95
1,4.507709530963674,96
2,5.271362387593161,96
1,4.992960063697207,97
2,5.039494494415943,97
1,4.6004812412400256,98
2,5.350556961412033,98
1,4.9798134240181335,99
2,6.106657574607165,99
1,5.850834977782289,100
2,5.567396571769306,100
1,4.002053557365168,101
2,5.040787949859697,101
1,4.717915647977279,102
2,6.55220603162818,102
1,4.984143651239358,103
2,7.469516854604125,103
1,4.498523430697586,104
2,4.3209666883760365,104
1,3.5941875229206204,105
2,5.767930612308542,105
1,2.7958465450965204,106
2,5.266920878832433,106
1,4.5031500488238985,107
2,3.3444013478848085,107
1,4.1291566789394025,108
2,6.1455937175148545,108
1,5.018214411763616,109
2,6.031850303514231,109
1,4.342694754582643,110
2,3.835038049720896,110
1,5.150817920969825,111
2,5.430928734486257,111
1,5.663076070105631,112
2,4.304049093386948,112
1,2.480026856788774,113
2,5.920296109639022,113
1,3.41205822658271,114
2,5.702706367084936,114
1,4.979187202868928,115
2,4.169241709790684,115
1,5.7739243551694495,116
2,4.428318635478549,116
1,3.607897373298014,117
2,3.899019502147766,117
1,5.975719263327999,118
2,4.751392188616284,118
1,4.150895889738657,119
2,5.621825568768346,119
1,6.48505410807969,120
2,2.3866721011372345,120
1,9.166130551557606,121
2,6.068851953560579,121
1,6.4626022497166415,122
2,3.1073693564977085,122
1,6.927915484302777,123
2,4.568181879460855,123
1,2.183110793701133,124
2,4.758065577459385,124
1,2.4576375820868592,125
2,5.0841472722880825,125
1,3.9218338750350603,126
2,8.237753484017624,126
1,6.662844997434528,127
2,4.651620348556975,127
1,4.558432846850479,128
2,5.343516681510855,128
1,6.195759521326906,129
2,5.077775728621334,129
1,4.920440232329992,130
2,5.028216209857901,130
1,4.02860485356763,131
2,6.631841920227383,131
1,5.013705650663127,132
2,5.945638326650147,132
1,2.854008954023363,133
2,5.31186367285275,133
1,4.431466363814955,134
2,3.5872546354756167,134
1,5.02579429368249,135
2,4.539736762764335,135
1,4.507940604270458,136
2,4.801860869745672,136
1,4.461840306877785,137
2,5.68316911278149,137
1,4.542838830988528,138
2,4.163057809172492,138
1,6.159080525541454,139
2,5.241362714189312,139
1,4.950568944415212,140
2,6.530782792495431,140
1,4.470943366400452,141
2,6.162368978880592,141
1,2.489844386764774,142
2,4.997171758069107,142
1,8.019271325629315,143
2,5.023926651351891,143
1,5.58361161232743,144
2,3.5994273158413534,144
1,4.948239331202365,145
2,4.4602241017072055,145
1,4.664124068685334,146
2,4.671462728092584,146
1,3.91572049318225,147
2,5.872514508145607,147
1,4.1262455901219015,148
2,3.9402107991337822,148
1,6.026528273092847,149
2,4.046803626279072,149
1,5.058595532578087,150
2,5.5465036778048535,150
1,4.463423703407573,151
2,3.882412274531708,151
1,6.647834573446382,152
2,7.750046749555576,152
1,6.158183212775204,153
2,5.871411281353698,153
1,5.403543041396,154
2,5.322311976781251,154
1,5.839839733343557,155
2,4.710637639657811,155
1,6.6546736215369116,156
2,4.36072441915433,156
1,5.858352770668127,157
2,3.7802315036694543,157
1,4.9986529348220134,158
2,5.666426034055622,158
1,5.680525096642197,159
2,3.165218770520671,159
1,5.595064345277248,160
2,2.91077206130331,160
1,5.995486888248816,161
2,4.522145351592227,161
1,4.242830409558296,162
2,5.72152836746393,162
1,3.846704941418535,163
2,4.170255810300532,163
1,4.262533665889093,164
2,4.938405812746371,164
1,3.7166881011757074,165
2,5.263281635238959,165
1,4.159450134427394,166
2,3.9575636535201966,166
1,4.551725655697121,167
2,6.338175442451435,167
1,7.303207010572831,168
2,4.636854394708943,168
1,8.261191825024262,169
2,3.919880643681431,169
1,4.609618756976047,170
2,4.7236011710976005,170
1,3.6530548984713325,171
2,6.328131909606614,171
1,4.329826393833362,172
2,5.797709783615595,172
1,6.294268220788662,173
2,5.0429853467776615,173
1,4.5136306419470085,174
2,6.326131442038441,174
1,4.247502656023522,175
2,6.23197336860797,175
1,4.936040824659553,176
2,5.917105889134171,176
1,4.464283785998204,177
2,5.7544959434239065,177
1,4.48824577568856,178
2,4.7993778564805325,178
1,3.8891378068317533,179
2,3.61435116368692,179
1,4.2094736616618045,180
2,5.6228565033965205,180
1,4.513762919623542,181
2,5.741481059817829,181
1,6.466220621053833,182
2,4.452104731211223,182
1,3.9558751730670645,183
2,5.310200159334351,183
1,5.940651660276409,184
2,5.04478090275081,184
1,7.436672815445141,185
2,5.564305410900137,185
1,4.634518120913441,186
2,5.9984053927352985,186
1,6.169234796456418,187
2,4.114618959272006,187
1,4.991909634004081,188
2,6.033552119793651,188
1,6.036036360378845,189
2,3.0433908088991672,189
1,9.024567227265253,190
2,4.214367016258759,190
1,4.146548176216183,191
2,5.608900417063282,191
1,7.070379160898301,192
2,3.87574378919034,192
1,7.2920878296302085,193
2,3.7372116940799383,193
1,5.83234706271383,194
2,6.174774389539113,194
1,7.265280006836308,195
2,3.379359105932864,195
1,5.466458938061074,196
2,4.805984657120263,196
1,4.378431532115049,197
2,4.306833158498864,197
1,5.020149064405876,198
2,3.856854734554825,198
1,3.5768450060512644,199
2,5.847410218804626,199
1,6.982007424192908,200
2,4.537160941323811,200
1,8.40918765471943,201
2,4.212917702069,201
1,6.013128536106606,202
2,5.348107576871614,202
1,5.5982507171540155,203
2,5.04827646762619,203
1,7.2575770050226796,204
2,4.2607623351151656,204
1,3.722961547771274,205
2,5.037890234595082,205
1,5.032357805075792,206
2,7.832497238823236,206
1,6.212628199226185,207
2,4.3460770770855435,207
1,7.352052216754595,208
2,5.336381666227367,208
1,3.889643958640467,209
2,5.328114263054744,209
1,3.7642107791788355,210
2,5.005971181311761,210
1,6.924319044699712,211
2,5.042676076432652,211
1,4.957215138122686,212
2,5.572223393160131,212
1,8.188956398022114,213
2,5.758485099648234,213
1,3.5682497051459117,214
2,5.568125242077475,214
1,3.956209401593097,215
2,5.351085995026554,215
1,3.0016269910196884,216
2,5.963806621677475,216
1,6.866200082564285,217
2,4.771524063554252,217
1,4.0072273085508225,218
2,5.004092561939821,218
1,5.563074714242104,219
2,4.81198255933129,219
1,3.920068072876721,220
2,6.004801170089603,220
1,4.935810989668542,221
2,5.035376345224545,221
1,4.962348017779486,222
2,5.555282123260345,222
1,5.04022625196626,223
2,5.005649857185764,223
1,5.349192780761328,224
2,4.738670962828899,224
1,4.4228446000683626,225
2,6.60786807951369,225
1,4.49167015783624,226
2,4.33535344643772,226
1,5.089924309390167,227
2,5.048480196807931,227
1,5.742546826255857,228
2,3.924102604979599,228
1,7.1051057167343155,229
2,4.384704062183554,229
1,5.681929071847175,230
2,4.4861449832510685,230
1,5.009075089823524,231
2,3.0517533324199517,231
1,5.367100110663899,232
2,5.2786822826772815,232
1,4.083463069185869,233
2,5.247764164440349,233
1,5.001512434435673,234
2,4.988981976558227,234
1,7.331482521631037,235
2,4.251123703762738,235
1,5.6131324360979855,236
2,4.748914613680356,236
1,6.666913602533268,237
2,5.588284346477604,237
1,4.553780372142617,238
2,6.292828517419158,238
1,4.078229579733073,239
2,3.3974746979799995,239
1,4.496109749140706,240
2,4.783484892302766,240
1,3.2691112163271008,241
2,4.305684759561753,241
1,7.002724457927878,242
2,5.017721305549032,242
1,6.123763253885017,243
2,5.332116226282202,243
1,5.302231067564981,244
2,3.3479166912593414,244
1,4.532114693079976,245
2,6.367503651237337,245
1,3.9089386225793983,246
2,4.726972871106401,246
1,6.414646966306646,247
2,4.419156064968659,247
1,3.0808396988329445,248
2,5.9140727063111305,248
1,3.519805759598632,249
2,5.683554388453512,249
1,3.6250057783817073,250
2,4.717793750879232,250
1,2.777882078056867,251
2,6.0902298884778485,251
1,5.724065026174733,252
2,6.167619737038071,252
1,4.65010747274456,253
2,2.770630910367751,253
1,5.662847853322716,254
2,2.5984842907155388,254
1,8.140970723619068,255
2,4.28929555720878,255
1,8.727327147967351,256
2,3.6621699939798686,256
1,6.932517716476315,257
2,4.16174504879999,257
1,6.379164848309441,258
2,5.288811098190634,258
1,6.685927462440392,259
2,4.452870833156982,259
1,6.097684417872347,260
2,2.599415792304566,260
1,5.351225478332026,261
2,5.298257804451935,261
1,6.593203762153386,262
2,5.0476632581374155,262
1,5.24513426002147,263
2,3.8705771124038573,263
1,6.855145114643852,264
2,6.473411052461135,264
1,4.619881243516726,265
2,4.7083271655337455,265
1,4.541693074953908,266
2,6.277945600100593,266
1,5.4601257829902305,267
2,5.302319016807633,267
1,4.0023050492712695,268
2,5.521777908787235,268
1,3.871797491473171,269
2,5.334216704499029,269
1,4.157067651115171,270
2,5.565978434689719,270
1,4.6942620001917605,271
2,5.380760291302025,271
1,3.1616922229661317,272
2,6.412821114413637,272
1,4.410953383408521,273
2,5.811671818182503,273
1,6.139406410040182,274
2,5.2759602624830135,274
1,6.174935987462851,275
2,5.7051384863493535,275
1,5.537928549597073,276
2,4.2699984121176024,276
1,6.076178272463935,277
2,4.259110957666998,277
1,7.225651833011557,278
2,4.112694687047021,278
1,5.810710571976109,279
2,3.971246166590819,279
1,4.970967026133648,280
2,4.291684540358456,280
1,7.155471754780866,281
2,4.777664677148486,281
1,5.587963138156139,282
2,4.3306535911854604,282
1,7.378859918108827,283
2,3.21367456230995,283
1,6.408819886334329,284
2,4.415699833681314,284
1,5.035157952315154,285
2,4.445563275858986,285
1,5.460603935925338,286
2,3.722394662742662,286
1,5.0239043654984545,287
2,6.214960709281958,287
1,2.1340047515811245,288
2,5.590352153024302,288
1,7.48315278464218,289
2,6.4993922645172235,289
1,4.9832279685186815,290
2,5.620645154733205,290
1,6.848623495605206,291
2,4.342760769792004,291
1,4.593286324834663,292
2,5.25632522463889,292
1,6.189302274611561,293
2,5.737445500339109,293
1,5.65049322485291,294
2,5.660823030213546,294
1,5.320975641141778,295
2,2.3484962783019787,295
1,4.560306722656531,296
2,5.355621210503424,296
1,4.607104687609123,297
2,5.937847641494891,297
1,3.970287771316201,298
2,5.029151269066008,298
1,3.8794129367922503,299
2,3.3571290386060166,299
1,3.131295572427725,300
2,4.7406140085332495,300
1,4.753940772225134,301
2,4.728091227668603,301
1,5.036640676104984,302
2,5.494535599743836,302
1,3.360474944670744,303
2,4.671152500558567,303
1,3.6919366972510406,304
2,6.296119850925095,304
1,3.992347645465779,305
2,4.692355627461709,305
1,4.6419757345728065,306
2,5.889159512147393,306
1,3.685506589523204,307
2,5.790089481759423,307
1,6.66366948129092,308
2,4.791606977953693,308
1,3.4547084033092403,309
2,4.2725805351844155,309
1,4.2688746008496965,310
2,4.973756697146025,310
1,6.300798389647329,311
2,5.7884391750471815,311
1,6.2599097678698845,312
2,2.8186242929728222,312
1,4.646990908270739,313
2,4.153640519364837,313
1,5.013587003829812,314
2,5.051082991265971,314
1,5.0054966851524645,315
2,5.590581192782314,315
1,5.694425505964383,316
2,4.480000567336306,316
1,5.029009031248468,317
2,4.538715548327715,317
1,3.8969862438739424,318
2,4.123000619792686,318
1,6.197531836330713,319
2,4.770566773582927,319
1,7.234182034588861,320
2,2.835380119960729,320
1,5.571125556758842,321
2,1.5048114015151597,321
1,6.921583749709247,322
2,4.150978082776888,322
1,6.31479554963984,323
2,5.0376219143929575,323
1,4.996705464111209,324
2,3.9686361228635514,324
1,6.606407376576576,325
2,5.046069626535264,325
1,3.854767432140887,326
2,6.626470273272975,326
1,5.76560386488302,327
2,6.664294047629092,327
1,6.6023660632626475,328
2,4.779506888646265,328
1,5.0014318713015635,329
2,4.507628577112406,329
1,3.9486412898404017,330
2,5.047444543486187,330
1,6.129672176549925,331
2,5.319417468098346,331
1,4.587845786375857,332
2,4.202331237230361,332
1,4.917687454815533,333
2,5.590379368731331,333
1,5.787927454933331,334
2,4.6370161455281,334
1,6.233099490372544,335
2,4.3271410091839275,335
1,6.985173771129797,336
2,6.980842221463028,336
1,5.479444808737871,337
2,4.242519010759412,337
1,5.01128171867097,338
2,4.380741548462335,338
1,4.466542349083661,339
2,5.816827068358758,339
1,6.362635530127723,340
2,3.823804304893883,340
1,5.907453031913176,341
2,4.550041642088848,341
1,5.6355747546651696,342
2,6.375553554526877,342
1,6.587522577443618,343
2,4.0622212710084185,343
1,7.784728994139123,344
2,4.40356518005738,344
1,5.487725907231911,345
2,4.997899039761678,345
1,6.157265425312685,346
2,4.209613156244775,346
1,7.93124474888253,347
2,3.5239806106222273,347
1,4.277626832675336,348
2,6.20115531293739,348
1,6.1168258952186525,349
2,3.5724310997745805,349
1,4.930881899877003,350
2,5.070709975807532,350
1,4.199713895341394,351
2,4.6089156547697065,351
1,4.593146472455785,352
2,4.8220523527225145,352
1,4.121494157354843,353
2,3.163488212020264,353
1,5.543663789450678,354
2,4.101376087518116,354
1,5.452944723211673,355
2,4.124027312881841,355
1,7.084796762072083,356
2,4.464915985668021,356
1,4.308635175663057,357
2,4.399969237393828,357
1,5.414763076713762,358
2,5.226505716696967,358
1,8.540688784696261,359
2,3.137422803890736,359
1,7.680411840178826,360
2,4.880092706007673,360
1,9.893905002011056,361
2,3.6537328129767985,361
1,5.616060581205385,362
2,4.232667175190582,362
1,5.299050460284739,363
2,4.709895631996481,363
1,6.377754187583936,364
2,3.1949735347655905,364
1,5.455095461495404,365
2,4.318027319231661,365
1,6.989804384593502,366
2,3.889528132719185,366
1,4.373994142211732,367
2,5.74725597242933,367
1,5.378377342951496,368
2,3.3566760297556315,368
1,5.6523644536450375,369
2,4.46464724969675,369
1,2.653991552815882,370
2,5.8040158808172535,370
1,5.600546604047312,371
2,2.9327277474042215,371
1,5.930841822727601,372
2,5.550392555923504,372
1,6.208182117400146,373
2,5.88752420155401,373
1,7.442961853047293,374
2,3.605554461728819,374
1,8.322123345459353,375
2,2.858922028241799,375
1,5.837863909517412,376
2,3.3374029409699126,376
1,5.690146813414412,377
2,4.377341412630386,377
1,7.487165117352295,378
2,5.0380251552649575,378
1,4.477539910859889,379
2,4.28494391336678,379
1,6.754107175801274,380
2,3.816279593947707,380
1,4.9584769964106306,381
2,6.117528449015409,381
1,4.084690228930292,382
2,4.670511755695985,382
1,3.9482310094933117,383
2,5.894793791131983,383
1,5.380322085093411,384
2,5.3298289318654035,384
1,3.1799259610624047,385
2,6.476380157175599,385
1,6.324823174962893,386
2,5.787348657905208,386
1,6.247729552495757,387
2,4.1367798066367625,387
1,3.9189457717435556,388
2,6.406802915659995,388
1,5.071265453148867,389
2,5.5469047757741174,389
1,4.965914156829368,390
2,6.431497272112564,390
1,3.378321716291761,391
2,6.179480645824986,391
1,3.74581920040954,392
2,5.704575019972206,392
1,5.365182590208457,393
2,4.730406125701172,393
1,4.323362953825502,394
2,5.5997186295219326,394
1,3.309673146485913,395
2,5.390335315553243,395
1,4.622952781151934,396
2,4.163219342261452,396
1,2.8253324836750657,397
2,6.702908847657192,397
1,4.546518790210201,398
2,5.3009977738668175,398
1,5.013340024014263,399
2,4.182606453502204,399
1,5.417541165847756,400
2,5.316954872635092,400
1,4.092197722149061,401
2,6.958455873678678,401
1,4.6069219292872,402
2,5.933128204042919,402
1,6.972075142689829,403
2,5.041529789180215,403
1,4.414907849394767,404
2,6.222872471763119,404
1,4.9735424282382885,405
2,5.006035528471464,405
1,4.9821544313761255,406
2,5.0042102928808765,406
1,3.6465741066943367,407
2,5.78678321299583,407
1,5.9823463723294745,408
2,5.9549594885421175,408
1,6.1849803900134805,409
2,6.403314686811819,409
1,5.437756292014277,410
2,4.235529441346512,410
1,5.687356824962414,411
2,4.794172788131976,411
1,3.738242897290584,412
2,5.810204919885087,412
1,3.657552580109284,413
2,6.296844500666494,413
1,3.982583225558089,414
2,6.034460428893473,414
1,2.2419181296350823,415
2,4.31642368303275,415
1,4.595415416637183,416
2,4.778621146788394,416
1,6.143232349554889,417
2,5.875598433897946,417
1,4.512441391657323,418
2,5.329770585851933,418
1,3.0345902107956193,419
2,5.600472672950337,419
1,4.178612042765321,420
2,5.395975604540461,420
1,6.286298105198558,421
2,5.292295485803382,421
1,6.578170104045351,422
2,6.106493221705609,422
1,4.006689276246835,423
2,6.653747561260216,423
1,3.8633947430083477,424
2,5.976648946086735,424
1,6.079296833640331,425
2,2.5399614687523995,425
1,5.035925270953583,426
2,6.391138569969492,426
1,4.890719091103352,427
2,4.972162110755262,427
1,8.005139205587765,428
2,5.075082607516206,428
1,5.486099868900494,429
2,4.257127911643349,429
1,4.162582654777647,430
2,3.2053793785087805,430
1,5.261743166644509,431
2,4.59970320043899,431
1,6.287937631588466,432
2,5.708508364056444,432
1,6.86335990471535,433
2,4.360855076362722,433
1,6.381936035835333,434
2,4.417865940331184,434
1,4.986830912313481,435
2,3.9775415358942925,435
1,3.8812802794152095,436
2,5.260578549330284,436
1,5.510411263814199,437
2,2.9779092852026503,437
1,6.588385462276227,438
2,3.3868324883244685,438
1,7.3016766026199695,439
2,3.387045828943992,439
1,6.982010358572479,440
2,4.06278962193873,440
1,4.670040264530771,441
2,5.280106521969567,441
1,6.43947912243894,442
2,2.3970480647910306,442
1,4.136205226246965,443
2,4.5784130957614515,443
1,4.719550376083699,444
2,3.6450227824588937,444
1,4.561829483223958,445
2,4.773214932652626,445
1,4.976742427409248,446
2,3.2239421392469976,446
1,4.993918225433374,447
2,4.304103426221416,447
1,7.955600875077437,448
2,2.551166474810226,448
1,5.223556258605019,449
2,3.743985312310068,449
1,7.097786148670933,450
2,5.639342489600487,450
1,4.011973962007848,451
2,5.496172610697145,451
1,5.027629662201764,452
2,5.880455717771085,452
1,5.588852967955215,453
2,6.142237517654988,453
1,5.3687749691674655,454
2,5.326046585107135,454
1,6.412423122470864,455
2,5.832762135420565,455
1,7.038128755695792,456
2,2.4205259243815216,456
1,6.237988249585896,457
2,2.9227694543036726,457
1,4.2746801397190435,458
2,5.6884282118094065,458
1,4.699353609640456,459
2,4.666984363109904,459
1,4.220210178098774,460
2,4.439724540960078,460
1,5.71084001541591,461
2,5.003913578563709,461
1,6.108504052953255,462
2,4.110211505729137,462
1,7.490430937514605,463
2,2.2537793600062184,463
1,4.9737952339626705,464
2,4.459775750344707,464
1,3.4095943530780546,465
2,5.297860508756555,465
1,1.740983943435076,466
2,5.861898522353084,466
1,5.0322245485418735,467
2,4.409419458089368,467
1,1.789685161427106,468
2,6.6569579505154195,468
1,6.136488081376059,469
2,5.874160648758218,469
1,3.8071911057561594,470
2,5.93061075448098,470
1,2.5821536032438046,471
2,5.918592664313425,471
1,4.607998865772886,472
2,5.318664243493824,472
1,2.875926666850128,473
2,4.44522976109991,473
1,4.585417888868557,474
2,5.848640753511677,474
1,3.641598810621755,475
2,4.344068159228918,475
1,4.4079368949914235,476
2,6.1960715802588,476
1,2.385707293039641,477
2,6.464288117665729,477
1,5.53549655084387,478
2,5.255812343456637,478
1,5.007956338557412,479
2,7.544063494663686,479
1,3.0309525136585043,480
2,6.518035680696085,480
1,4.757049232733466,481
2,5.572649046833373,481
1,4.689177292776057,482
2,4.759595012407162,482
1,5.024765549661283,483
2,5.572182330979946,483
1,2.826691338147196,484
2,5.6474594852019875,484
1,5.0088866836563835,485
2,6.343603691041057,485
1,4.1655662262720625,486
2,6.150372435429302,486
1,1.964054169137776,487
2,6.976158216353097,487
1,2.857578341177032,488
2,6.250152675941283,488
1,3.3372699349192754,489
2,7.104142122664892,489
1,3.57295135507137,490
2,5.406214880991124,490
1,2.741121370962223,491
2,5.3108721402969845,491
1,3.0734686973417333,492
2,5.0394059222105225,492
1,6.963654591822857,493
2,5.426812491710645,493
1,3.5943477222415923,494
2,5.2995890832564925,494
1,3.663880364714302,495
2,7.294558051495787,495
1,2.083897197574509,496
2,5.498342315706926,496
1,6.016106940706555,497
2,4.496887413865205,497
1,4.237434459136819,498
2,5.715704142929536,498
1,1.8532069412581387,499
2,5.849623356090857,499
1,4.388109839018626,500
2,5.234769153926088,500
1,6.3057010485635825,501
2,5.022267245204668,501
1,5.530488925218859,502
2,4.298319461636585,502
1,5.297283183993851,503
2,5.942348500305551,503
1,3.3051225918122977,504
2,6.708019668337571,504
1,4.161940580717612,505
2,4.6551316904198385,505
1,7.18177375678176,506
2,5.834456225522518,506
1,3.3395577066649325,507
2,3.9221655757077096,507
1,2.893726038733597,508
2,6.870599598283948,508
1,6.098767661349106,509
2,4.153045935078616,509
1,5.861984386594507,510
2,3.3917612758887383,510
1,5.39513268133348,511
2,3.579935738295247,511
1,2.732088996595471,512
2,5.786151597283959,512
1,3.6494947640046713,513
2,5.850737533264541,513
1,6.8365893831382465,514
2,4.19465949838165,514
1,3.9167947068836395,515
2,6.4877137204285,515
1,5.83331633674389,516
2,4.663081437364271,516
1,5.432763788927168,517
2,5.366157801002873,517
1,5.875485012485069,518
2,5.368229999762459,518
1,6.6067586456341525,519
2,2.8105499058628527,519
1,5.816244176346469,520
2,3.408887588435502,520
1,7.259156606819852,521
2,4.022400082271863,521
1,5.834526462880178,522
2,3.356570648779136,522
1,5.801490865503905,523
2,6.1607335849056515,523
1,6.245150803029932,524
2,4.330036251725397,524
1,3.8654506496053207,525
2,6.459102736743557,525
1,4.6765599581762505,526
2,5.448400152738919,526
1,5.004451412730379,527
2,2.197758383557013,527
1,4.592058449174908,528
2,4.132183777366554,528
1,5.456222281155051,529
2,5.7898893556305895,529
1,5.843316893018667,530
2,2.8078491808691086,530
1,4.586678024877523,531
2,7.012619037730902,531
1,4.629022383202093,532
2,6.09874964150697,532
1,5.438888600546492,533
2,5.3264102062694025,533
1,2.7353057314694977,534
2,5.242323986274903,534
1,4.26686554810176,535
2,6.22594389424548,535
1,2.7615408119156375,536
2,4.771412803261843,536
1,6.960390716213382,537
2,4.999876879080756,537
1,6.303250057288218,538
2,3.2043415325841265,538
1,7.1227164736742035,539
2,5.050878597310255,539
1,3.9050212165815754,540
2,3.0316267037333913,540
1,3.5512671936972633,541
2,5.021149075417757,541
1,5.732318246702142,542
2,5.647883709958722,542
1,5.33395284996342,543
2,4.618222365955659,543
1,3.6223447502336046,544
2,5.722875407559835,544
1,3.604061088952844,545
2,5.685540376629274,545
1,4.452156706300305,546
2,5.862612638443509,546
1,4.6454951187786255,547
2,4.139322641306102,547
1,5.429114288017981,548
2,3.724493969289612,548
1,5.403390707767867,549
2,5.250663845001974,549
1,6.422644223495953,550
2,4.773993970834091,550
1,5.43327632237631,551
2,4.750561020726332,551
1,7.229729526224008,552
2,4.751919281116419,552
1,4.638710412959626,553
2,6.318244671662073,553
1,4.276990127322219,554
2,5.653959615073794,554
1,3.642869809135911,555
2,5.71520835575866,555
1,6.187183935250596,556
2,5.025187344756622,556
1,4.971691586081491,557
2,5.043785829887778,557
1,7.145368041598435,558
2,6.797391418275751,558
1,2.876674552065021,559
2,6.261799326769329,559
1,7.207438753828623,560
2,3.7635860291840237,560
1,5.01764309390505,561
2,6.346634911856364,561
1,4.4327416470796255,562
2,5.773565119684766,562
1,8.708648068214405,563
2,4.597714274864884,563
1,4.3473508192949435,564
2,5.694835807947622,564
1,6.652622122713437,565
2,3.3771617993742082,565
1,7.251226901101407,566
2,4.029243168953408,566
1,5.903027337636195,567
2,4.991015414595745,567
1,4.97577222725374,568
2,4.327964383819337,568
1,4.944912277351472,569
2,5.015559448109787,569
1,3.6972836890928122,570
2,5.500438458461833,570
1,5.777452875834592,571
2,4.488939727784921,571
1,6.672530531240651,572
